charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,4UEWK3PB43RENH76J7ZBAB6LUSB2PFAQ,crawl-data/CC-MAIN-2019-13/segments/1552912202588.97/warc/CC-MAIN-20190321234128-20190322020128-00071.warc.gz,eng,63729,text/html,text/html,933646543,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,C2TOIFJ26ZRQH3BXIIAHTGZYNQ7S3SBD,crawl-data/CC-MAIN-2019-13/segments/1552912202589.68/warc/CC-MAIN-20190322014319-20190322040319-00071.warc.gz,eng,64285,text/html,text/html,928193945,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,PNIUEFRYPTVEEKEHNVLOTSJQI6FPB3OT,crawl-data/CC-MAIN-2019-13/segments/1552912202628.42/warc/CC-MAIN-20190322034516-20190322060516-00071.warc.gz,eng,64348,text/html,text/html,923571782,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,NPXH5BLQDM34D3YOU2H7TKJLOLSJPG5R,crawl-data/CC-MAIN-2019-13/segments/1552912202640.37/warc/CC-MAIN-20190322074800-20190322100800-00071.warc.gz,eng,64657,text/html,text/html,932243565,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,OGXEYYNDN2R2S3GASGUWOEE3FLL4RB5Q,crawl-data/CC-MAIN-2019-13/segments/1552912202671.79/warc/CC-MAIN-20190322135230-20190322161230-00071.warc.gz,eng,65597,text/html,text/html,928744928,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,XG5ZAWPA5ZFPQ7ON6EAM5ARLEJ2SVUJH,crawl-data/CC-MAIN-2019-13/segments/1552912202672.57/warc/CC-MAIN-20190322155929-20190322181929-00071.warc.gz,eng,65404,text/html,text/html,950582147,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,3PWCTX5PDSB7HKJZSCSSYDVOUO27N25A,crawl-data/CC-MAIN-2019-13/segments/1552912202704.58/warc/CC-MAIN-20190323000443-20190323022443-00071.warc.gz,eng,65596,text/html,text/html,919920814,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,RBCU5DTUASCU3TBUALTYWATI5UHXFX72,crawl-data/CC-MAIN-2019-13/segments/1552912202711.3/warc/CC-MAIN-20190323020538-20190323042538-00071.warc.gz,eng,65686,text/html,text/html,929243744,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,4FOK23QFMVDGWU5VZO7KLUULNFUZSN5W,crawl-data/CC-MAIN-2019-13/segments/1552912202723.74/warc/CC-MAIN-20190323040640-20190323062640-00071.warc.gz,eng,65044,text/html,text/html,914984404,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,5NHM5EJT2YABSYEU4DYXK7OFBS5DUIDA,crawl-data/CC-MAIN-2019-13/segments/1552912202728.21/warc/CC-MAIN-20190323060839-20190323082839-00071.warc.gz,eng,64861,text/html,text/html,951478092,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,SZ6SKWAU3LSTPDZRMU4UPVINR3KHVHNJ,crawl-data/CC-MAIN-2019-13/segments/1552912202781.33/warc/CC-MAIN-20190323080959-20190323102959-00071.warc.gz,eng,65010,text/html,text/html,934892115,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,JVTIGFDKF2JMVYGOUVCPZ7DBKHGJE6BD,crawl-data/CC-MAIN-2019-13/segments/1552912202872.8/warc/CC-MAIN-20190323141433-20190323163433-00071.warc.gz,eng,64999,text/html,text/html,946204171,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,VACTAO5FQMTKXF3YH2NYIKP3AXGX4G6D,crawl-data/CC-MAIN-2019-13/segments/1552912202889.30/warc/CC-MAIN-20190323161556-20190323183556-00071.warc.gz,eng,64852,text/html,text/html,936905669,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,YTI3UGM7KPKKDDSIU66BEW3ONBZF7DS6,crawl-data/CC-MAIN-2019-13/segments/1552912202924.93/warc/CC-MAIN-20190323181713-20190323203713-00071.warc.gz,eng,65184,text/html,text/html,951130313,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
digest,filename,length,mime,mime-detected,offset,status,timestamp,url,urlkey,,
5NQHH6GPQ3OOADVY4JILPW3QSDH3HPUM,crawl-data/CC-MAIN-2019-13/segments/1552912203021.14/robotstxt/CC-MAIN-20190323201804-20190323223804-00312.warc.gz,65133,text/html,text/html,3133326,200,2.01903E+13,https://www.usatoday.com,"com,usatoday)/",,
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,5NQHH6GPQ3OOADVY4JILPW3QSDH3HPUM,crawl-data/CC-MAIN-2019-13/segments/1552912203021.14/warc/CC-MAIN-20190323201804-20190323223804-00071.warc.gz,eng,65137,text/html,text/html,924832696,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,7VMTWQXYFJBGQBLM2YUHAKFE5SIOB4E5,crawl-data/CC-MAIN-2019-13/segments/1552912203168.70/warc/CC-MAIN-20190324022143-20190324044143-00071.warc.gz,eng,65294,text/html,text/html,893625000,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,UE5J2YBFCMDDKIJQZLGCMJK46VZX6CK3,crawl-data/CC-MAIN-2019-13/segments/1552912203326.34/warc/CC-MAIN-20190324043400-20190324065400-00071.warc.gz,eng,64677,text/html,text/html,903592329,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,OZWYZKG4KA5ALUDXCWCFWDXHXNYEX37M,crawl-data/CC-MAIN-2019-13/segments/1552912203448.17/warc/CC-MAIN-20190324124545-20190324150545-00071.warc.gz,eng,65007,text/html,text/html,917103771,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,HNP3HJOSUJGI56ZPVTJ4JHOWNY555VAK,crawl-data/CC-MAIN-2019-13/segments/1552912203462.50/warc/CC-MAIN-20190324145706-20190324171706-00071.warc.gz,eng,64846,text/html,text/html,952301026,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,XH7SVULVPYMMR35W6F74SFCMMQKXQMCB,crawl-data/CC-MAIN-2019-13/segments/1552912203464.67/warc/CC-MAIN-20190324165854-20190324191854-00071.warc.gz,eng,65025,text/html,text/html,916237506,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,BTBCA5UDNMVZ5EHGZFVVF7SHGPDU76E4,crawl-data/CC-MAIN-2019-13/segments/1552912203491.1/warc/CC-MAIN-20190324190033-20190324212033-00071.warc.gz,eng,64973,text/html,text/html,952584558,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,Z43SSKX4VRYHHGNMAWA3WC6FNT5TLBOH,crawl-data/CC-MAIN-2019-13/segments/1552912203493.88/warc/CC-MAIN-20190324210143-20190324232143-00071.warc.gz,eng,64667,text/html,text/html,941646313,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,VQJDLBSDYW7RECXV2WAKBZQO3ZYVXCTU,crawl-data/CC-MAIN-2019-13/segments/1552912203548.81/warc/CC-MAIN-20190325031213-20190325053213-00071.warc.gz,eng,64189,text/html,text/html,929755674,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,B6IBDITLTXALTCDGZIMJ7AN35QRBNTWK,crawl-data/CC-MAIN-2019-13/segments/1552912203865.15/warc/CC-MAIN-20190325092147-20190325114147-00071.warc.gz,eng,64384,text/html,text/html,926801720,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,QK747WHTFKNBF4TGOW2YQODP6E4XBCOR,crawl-data/CC-MAIN-2019-13/segments/1552912203991.44/warc/CC-MAIN-20190325133117-20190325155117-00071.warc.gz,eng,64138,text/html,text/html,922811073,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,DNVGF4KEWE5ENBMUWKZANDYUET7PPXTF,crawl-data/CC-MAIN-2019-13/segments/1552912204300.90/warc/CC-MAIN-20190325194225-20190325220225-00071.warc.gz,eng,64476,text/html,text/html,938984953,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,MMJHIWGZBOC7J35D7WP45XCQ5QR72BE6,crawl-data/CC-MAIN-2019-13/segments/1552912204461.23/warc/CC-MAIN-20190325214331-20190326000331-00071.warc.gz,eng,64538,text/html,text/html,942827843,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,57ZTF4TGGG72YIHCKDQQWIURDBMMO3E2,crawl-data/CC-MAIN-2019-13/segments/1552912204736.6/warc/CC-MAIN-20190325234449-20190326020449-00071.warc.gz,eng,64711,text/html,text/html,946386481,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,Y4BNDFWYQIQR3IYYXNC27J4QO4PFPPA2,crawl-data/CC-MAIN-2019-13/segments/1552912205597.84/warc/CC-MAIN-20190326160044-20190326182044-00071.warc.gz,eng,65135,text/html,text/html,933303935,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,BCPOBFKVDWANJB65ISE434OFYDKUHJU7,crawl-data/CC-MAIN-2019-13/segments/1552912206677.94/warc/CC-MAIN-20190326220507-20190327002507-00071.warc.gz,eng,65532,text/html,text/html,942967192,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,XPJZI7I7E2LASZNAZM7FLBH3WCU2BKWN,crawl-data/CC-MAIN-2019-13/segments/1552912207146.96/warc/CC-MAIN-20190327000624-20190327022624-00071.warc.gz,eng,65156,text/html,text/html,945302685,200,2.01903E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,5HQ2JNJNCIOZ6YV4SHUISDCPGIXISIFC,crawl-data/CC-MAIN-2019-09/segments/1550247479101.30/warc/CC-MAIN-20190215183319-20190215205319-00311.warc.gz,eng,64479,text/html,text/html,1010699493,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,KSD7I6QG6LRIZAZLGTUBQY6Y5JJMUIAO,crawl-data/CC-MAIN-2019-09/segments/1550247479159.2/warc/CC-MAIN-20190215204316-20190215230316-00311.warc.gz,eng,64844,text/html,text/html,1027293073,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,WVX7ATBEOJBGTBBIQAVHQUIHCXMPCYEO,crawl-data/CC-MAIN-2019-09/segments/1550247479627.17/warc/CC-MAIN-20190215224408-20190216010408-00311.warc.gz,eng,64471,text/html,text/html,1033231699,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,4TI5D3EVMOFNX42L2TMY5Z4G255FWRAK,crawl-data/CC-MAIN-2019-09/segments/1550247479729.27/warc/CC-MAIN-20190216004609-20190216030609-00311.warc.gz,eng,63769,text/html,text/html,1028104024,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,37VYZW33SQRV5UFCWJJA5LAKXL2KXMHS,crawl-data/CC-MAIN-2019-09/segments/1550247479838.37/warc/CC-MAIN-20190216024809-20190216050809-00311.warc.gz,eng,63610,text/html,text/html,1021252812,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,J4GSGW72SUX2BGETUWXZB5P7LSEVYPFP,crawl-data/CC-MAIN-2019-09/segments/1550247479967.16/warc/CC-MAIN-20190216065107-20190216091107-00311.warc.gz,eng,63219,text/html,text/html,1004614445,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,CFCWET7U7BGPIRKQXSQGWFUGRSFZ6PRF,crawl-data/CC-MAIN-2019-09/segments/1550247480472.38/warc/CC-MAIN-20190216125709-20190216151709-00311.warc.gz,eng,63714,text/html,text/html,981641358,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,LCMINE7CYBUIROH4G5MTZIC6IEME32KQ,crawl-data/CC-MAIN-2019-09/segments/1550247480622.9/warc/CC-MAIN-20190216145907-20190216171907-00311.warc.gz,eng,63701,text/html,text/html,988381444,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
digest,filename,length,mime,mime-detected,offset,status,timestamp,url,urlkey,,
JQVI67QFG7HMYL4AXAOS5IKT5EM3KR6J,crawl-data/CC-MAIN-2019-09/segments/1550247480905.29/robotstxt/CC-MAIN-20190216170210-20190216192210-00632.warc.gz,63572,text/html,text/html,2790787,200,2.01902E+13,https://www.usatoday.com,"com,usatoday)/",,
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,N3QY6DUR3ZCQO5CBHJFRCVGJ5FYLREO4,crawl-data/CC-MAIN-2019-09/segments/1550247480905.29/warc/CC-MAIN-20190216170210-20190216192210-00311.warc.gz,eng,63655,text/html,text/html,981230304,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,3NVJJNRARRTHN56CNRP6PR6RFLCJQVO4,crawl-data/CC-MAIN-2019-09/segments/1550247481111.41/warc/CC-MAIN-20190216190407-20190216212407-00311.warc.gz,eng,63728,text/html,text/html,1011890299,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,BVIDIFTHC5KYIARLLXFRUVUH55IXPGG5,crawl-data/CC-MAIN-2019-09/segments/1550247481122.31/warc/CC-MAIN-20190216210606-20190216232606-00311.warc.gz,eng,63483,text/html,text/html,984773917,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,JT5YRFDWRUR2GEMJSKROXVQPRQ7YSAW5,crawl-data/CC-MAIN-2019-09/segments/1550247481612.36/warc/CC-MAIN-20190217031053-20190217053053-00311.warc.gz,eng,63938,text/html,text/html,1002891343,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,EMSE7F47I76RWA4OXIQXAYL6LMVC2COS,crawl-data/CC-MAIN-2019-09/segments/1550247481624.10/warc/CC-MAIN-20190217051250-20190217073250-00311.warc.gz,eng,63969,text/html,text/html,993126430,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,NQ7OI46M6I3ZNKQIQEX6VVYHQA5M3OUQ,crawl-data/CC-MAIN-2019-09/segments/1550247481832.13/warc/CC-MAIN-20190217091542-20190217113542-00311.warc.gz,eng,63997,text/html,text/html,981430005,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,JSXA32KRMDLJZ4G23RIDO54E7WHUVU7K,crawl-data/CC-MAIN-2019-09/segments/1550247482186.20/warc/CC-MAIN-20190217152248-20190217174248-00311.warc.gz,eng,63833,text/html,text/html,1009979192,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,RWGTZHPE5CQVKFMUTUBFF3ZMBTRDBDO7,crawl-data/CC-MAIN-2019-09/segments/1550247482478.14/warc/CC-MAIN-20190217192932-20190217214932-00311.warc.gz,eng,63431,text/html,text/html,1004755206,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,ZURJAFXCGOG6B5YISWELZSOORNXU53IS,crawl-data/CC-MAIN-2019-09/segments/1550247484928.52/warc/CC-MAIN-20190218094308-20190218120308-00311.warc.gz,eng,64143,text/html,text/html,999964782,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,N6SCBUDZDJXA75SKAJYPE2V65YYRN66J,crawl-data/CC-MAIN-2019-09/segments/1550247486480.6/warc/CC-MAIN-20190218114622-20190218140622-00311.warc.gz,eng,64490,text/html,text/html,1018689130,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,UCQ7T3ILNLXIOUCDKGGZHASSGNYU3WN4,crawl-data/CC-MAIN-2019-09/segments/1550247487624.32/warc/CC-MAIN-20190218175932-20190218201932-00311.warc.gz,eng,65678,text/html,text/html,1000875944,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,WYC2NNLY7PEBJDCGVGCZMXIQIMKTYPB6,crawl-data/CC-MAIN-2019-09/segments/1550247488374.18/warc/CC-MAIN-20190218200135-20190218222135-00311.warc.gz,eng,60529,text/html,text/html,1011072178,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,PBPQEI2VR4GNYFDYAFSH7DUHWOQS7BPG,crawl-data/CC-MAIN-2019-09/segments/1550247488490.40/warc/CC-MAIN-20190218220415-20190219002415-00311.warc.gz,eng,65159,text/html,text/html,1014771871,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,PGVBLK5ENSAYQMYNWN2INJNQ4PZKDDUV,crawl-data/CC-MAIN-2019-09/segments/1550247489304.34/warc/CC-MAIN-20190219020906-20190219042906-00311.warc.gz,eng,65510,text/html,text/html,1006502125,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,ZK5HR3IOT3EHHBCYQQDQEK5G6P5KQA2N,crawl-data/CC-MAIN-2019-09/segments/1550247489425.55/warc/CC-MAIN-20190219061432-20190219083432-00311.warc.gz,eng,65554,text/html,text/html,992465702,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,BX4CRX5ALTPVQILUVWUHT5D4HPBV3N23,crawl-data/CC-MAIN-2019-09/segments/1550247489729.11/warc/CC-MAIN-20190219081639-20190219103639-00311.warc.gz,eng,65365,text/html,text/html,1002252260,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,VGBWECSGT24US6RXT4OG5TLFSAPIBW37,crawl-data/CC-MAIN-2019-09/segments/1550247490107.12/warc/CC-MAIN-20190219122312-20190219144312-00311.warc.gz,eng,65233,text/html,text/html,1019061038,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,X2ZIDVAOI2MQAWVL7FK6B56Y4QUX7KAC,crawl-data/CC-MAIN-2019-09/segments/1550247490225.49/warc/CC-MAIN-20190219142524-20190219164524-00311.warc.gz,eng,65251,text/html,text/html,998323808,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,36Z6L7RMSFFRP6ANIUSVE24AWQ4CV52K,crawl-data/CC-MAIN-2019-09/segments/1550247490806.45/warc/CC-MAIN-20190219162843-20190219184843-00311.warc.gz,eng,65020,text/html,text/html,1041936545,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,QXXYJSMNSRSJNOBJFUWMNWEAFSW44S35,crawl-data/CC-MAIN-2019-09/segments/1550247492825.22/warc/CC-MAIN-20190219203410-20190219225410-00311.warc.gz,eng,65550,text/html,text/html,990752531,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,2ZX4PEVUDYOQFVKTKW6QGLBRQGZURGYM,crawl-data/CC-MAIN-2019-09/segments/1550247494125.62/warc/CC-MAIN-20190220003821-20190220025821-00311.warc.gz,eng,64891,text/html,text/html,982096074,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,IXHEFN5M5FYRGFI2PCLTGB5UITBY32V3,crawl-data/CC-MAIN-2019-09/segments/1550247494424.70/warc/CC-MAIN-20190220024254-20190220050254-00311.warc.gz,eng,65253,text/html,text/html,967099249,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,V4RE47JIKUHMNMTLOGBQLVHW7U37LPUU,crawl-data/CC-MAIN-2019-09/segments/1550247494449.56/warc/CC-MAIN-20190220044622-20190220070622-00311.warc.gz,eng,65350,text/html,text/html,1016505725,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,TUUSXQP2EJSH7MF3VL26AFVZAPDW7RHC,crawl-data/CC-MAIN-2019-09/segments/1550247494485.54/warc/CC-MAIN-20190220065052-20190220091052-00311.warc.gz,eng,65275,text/html,text/html,994018431,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,A6V6Z2AY7OGKYDFO6L6FY3PP2LMOEGF7,crawl-data/CC-MAIN-2019-09/segments/1550247494741.0/warc/CC-MAIN-20190220105613-20190220131613-00311.warc.gz,eng,65404,text/html,text/html,1028048376,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,TQZOQMUGZGOQSC4TWUNRMMU7HNH5EAA7,crawl-data/CC-MAIN-2019-09/segments/1550247495367.60/warc/CC-MAIN-20190220170405-20190220192405-00311.warc.gz,eng,65441,text/html,text/html,1006883179,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,K2QQ7GGPSLP4Z5IAFB3GW23HO375IASD,crawl-data/CC-MAIN-2019-09/segments/1550247496080.57/warc/CC-MAIN-20190220190527-20190220212527-00311.warc.gz,eng,65474,text/html,text/html,1009668556,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
digest,filename,length,mime,mime-detected,offset,status,timestamp,url,urlkey,,
7MKQG6GFF24UGMYXJY3MO3H7MKJ5GT2N,crawl-data/CC-MAIN-2019-09/segments/1550247496694.82/robotstxt/CC-MAIN-20190220210649-20190220232649-00632.warc.gz,65567,text/html,text/html,3314404,200,2.01902E+13,https://www.usatoday.com,"com,usatoday)/",,
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,2PLYIWZ267BPBGJQ6XB5VTDT52JKIIXA,crawl-data/CC-MAIN-2019-09/segments/1550247496694.82/warc/CC-MAIN-20190220210649-20190220232649-00311.warc.gz,eng,65490,text/html,text/html,1029061058,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,XHQYRMR7KRRPIADAOVYJ5QKCTUBOVVI3,crawl-data/CC-MAIN-2019-09/segments/1550247496855.63/warc/CC-MAIN-20190220230820-20190221012820-00311.warc.gz,eng,66167,text/html,text/html,1018497617,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,YJPWIS3V3Y5TCASOOUDYQS324DL6T27P,crawl-data/CC-MAIN-2019-09/segments/1550247497858.46/warc/CC-MAIN-20190221010932-20190221032932-00311.warc.gz,eng,65242,text/html,text/html,1008779172,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
charset,digest,filename,languages,length,mime,mime-detected,offset,status,timestamp,url,urlkey
UTF-8,AEKJXQBN6ZOKFA23XOZWVSRVK6RUVVMI,crawl-data/CC-MAIN-2019-09/segments/1550247499009.48/warc/CC-MAIN-20190221031117-20190221053117-00311.warc.gz,eng,64911,text/html,text/html,1003354939,200,2.01902E+13,https://www.usatoday.com/,"com,usatoday)/"
